FID_1,Location,Date,Set Type,Song Order,Song,Show_num,STATE_ABBR
910,"Phoenix, AZ",5/28/2017,Second Set,10,Saint of Circumstance,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,11,Crazy Fingers,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,12,Scarlet Begonias,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,13,Fire on the Mountain,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,14,Drums,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,15,Space,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,16,Dear Prudence,2,AZ
910,"Phoenix, AZ",5/28/2017,Second Set,17,Casey Jones,2,AZ
910,"Phoenix, AZ",5/28/2017,Encore,18,Touch of Grey,2,AZ
9992,"Hollywood, CA",5/31/2017,First Set,1,Shakedown Street,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,2,Cold Rain and Snow,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,3,Black Throated Wind,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,4,Ramble On Rose,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,5,Cumberland Blues,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,6,Althea,3,CA
9992,"Hollywood, CA",5/31/2017,First Set,7,Promised Land,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,8,Truckin,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,9,He's Gone,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,10,Help on the Way,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,11,Slipknot,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,12,Franklin's Tower,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,13,Drums,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,14,Space,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,15,Stella Blue,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,16,Sugar Magnolia,3,CA
9992,"Hollywood, CA",5/31/2017,Second Set,17,Sunshine Daydream,3,CA
9992,"Hollywood, CA",5/31/2017,Encore,18,Ripple,3,CA
9992,"Hollywood, CA",6/1/2017,First Set,1,Hell in a Bucket,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,3,Next Time You See me,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,4,West LA Fadeaway,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,5,Mississippi Half Step,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,6,Little Red Rooster,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,7,Uncle John's Band,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,8,New Speedway Boogie,4,CA
9992,"Hollywood, CA",6/1/2017,First Set,9,US Blues,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,10,Estimated Prophet,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,11,St. Stephen,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,12,Terrapin Station,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,13,Dark Star,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,14,Drums,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,15,Space,4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,16,Dark Star (Second Verse),4,CA
9992,"Hollywood, CA",6/1/2017,Second Set,17,Morning Dew,4,CA
9992,"Hollywood, CA",6/1/2017,Encore,18,Not Fade Away,4,CA
452,"Mountain View, CA",6/3/2017,First Set,1,Playin in the Band,5,CA
452,"Mountain View, CA",6/3/2017,First Set,2,Viola Lee Blues,5,CA
452,"Mountain View, CA",6/3/2017,First Set,3,Tennessee Jed,5,CA
452,"Mountain View, CA",6/3/2017,First Set,4,Here Comes Sunshine,5,CA
452,"Mountain View, CA",6/3/2017,First Set,5,Candyman,5,CA
452,"Mountain View, CA",6/3/2017,First Set,6,Friend of the Devil,5,CA
452,"Mountain View, CA",6/3/2017,First Set,7,One More Saturday Night,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,8,China Cat Sunflower,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,9,I Know You Rider,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,10,China Doll,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,11,Eyes of the World,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,12,Deal,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,13,Drums,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,14,Space,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,15,The Wheel,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,16,Looks Like Rain,5,CA
452,"Mountain View, CA",6/3/2017,Second Set,17,Good Lovin,5,CA
452,"Mountain View, CA",6/3/2017,Encore,18,Black Muddy River,5,CA
452,"Mountain View, CA",6/4/2017,First Set,1,Samson & Delilah,6,CA
452,"Mountain View, CA",6/4/2017,First Set,2,Brown Eyed Women,6,CA
452,"Mountain View, CA",6/4/2017,First Set,3,El Paso,6,CA
452,"Mountain View, CA",6/4/2017,First Set,4,They Love Each Other,6,CA
452,"Mountain View, CA",6/4/2017,First Set,5,Cassidy,6,CA
452,"Mountain View, CA",6/4/2017,First Set,6,Bird Song,6,CA
452,"Mountain View, CA",6/4/2017,First Set,7,Don't Ease Me In,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,8,Help on the Way,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,9,Slipknot,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,10,Franklin's Tower,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,11,Scarlet Begonias,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,12,Fire on the Mountain,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,13,Drums,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,14,Space,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,15,Other One,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,16,Hard Rain's Gonna Fall,6,CA
452,"Mountain View, CA",6/4/2017,Second Set,17,Casey Jones,6,CA
452,"Mountain View, CA",6/4/2017,Encore,18,Brokedown Palace,6,CA
3830,"West Valley, UT",6/7/2017,First Set,1,Feel Like a Stranger,7,UT
3830,"West Valley, UT",6/7/2017,First Set,2,I Need A Miracle,7,UT
3830,"West Valley, UT",6/7/2017,First Set,3,Wang Dang Doodle,7,UT
3830,"West Valley, UT",6/7/2017,First Set,4,Row Jimmy,7,UT
3830,"West Valley, UT",6/7/2017,First Set,5,When I Paint My Masterpiece,7,UT
3830,"West Valley, UT",6/7/2017,First Set,6,Jack Straw,7,UT
3830,"West Valley, UT",6/7/2017,First Set,7,Big Boss Man,7,UT
3830,"West Valley, UT",6/7/2017,First Set,8,Sugaree,7,UT
3830,"West Valley, UT",6/7/2017,First Set,9,Promised Land,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,10,Lost Sailor,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,11,Saint of Circumstance,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,12,He's Gone,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,13,Crazy Fingers,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,14,Shakedown Street,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,15,Drums,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,16,Space,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,17,Standing on the Moon,7,UT
3830,"West Valley, UT",6/7/2017,Second Set,18,GDTRFB,7,UT
3830,"West Valley, UT",6/7/2017,Encore,19,US Blues,7,UT
661,"Boulder, CO",6/9/2017,First Set,1,Dancing in the Streets,8,CO
661,"Boulder, CO",6/9/2017,First Set,2,Cold Rain and Snow,8,CO
661,"Boulder, CO",6/9/2017,First Set,3,Hell in a Bucket,8,CO
661,"Boulder, CO",6/9/2017,First Set,4,Big River,8,CO
661,"Boulder, CO",6/9/2017,First Set,5,Althea,8,CO
661,"Boulder, CO",6/9/2017,First Set,6,New Speedway Boogie,8,CO
661,"Boulder, CO",6/9/2017,First Set,7,Music Never Stopped,8,CO
661,"Boulder, CO",6/9/2017,First Set,8,Ripple,8,CO
661,"Boulder, CO",6/9/2017,Second Set,9,St. Stephen,8,CO
661,"Boulder, CO",6/9/2017,Second Set,10,Estimated Prophet,8,CO
661,"Boulder, CO",6/9/2017,Second Set,11,Eyes of the World,8,CO
661,"Boulder, CO",6/9/2017,Second Set,12,Deal,8,CO
661,"Boulder, CO",6/9/2017,Second Set,13,Let it Grow,8,CO
661,"Boulder, CO",6/9/2017,Second Set,14,Drums,8,CO
661,"Boulder, CO",6/9/2017,Second Set,15,Space,8,CO
661,"Boulder, CO",6/9/2017,Second Set,16,Other One,8,CO
661,"Boulder, CO",6/9/2017,Second Set,17,Morning Dew,8,CO
661,"Boulder, CO",6/9/2017,Encore,18,Touch of Grey,8,CO
661,"Boulder, CO",6/10/2017,First Set,1,Truckin,9,CO
661,"Boulder, CO",6/10/2017,First Set,2,Smokestack Lightning,9,CO
661,"Boulder, CO",6/10/2017,First Set,3,Spoonful,9,CO
661,"Boulder, CO",6/10/2017,First Set,4,Bertha,9,CO
661,"Boulder, CO",6/10/2017,First Set,5,Ramble On Rose,9,CO
661,"Boulder, CO",6/10/2017,First Set,6,Friend of the Devil,9,CO
661,"Boulder, CO",6/10/2017,First Set,7,Loser,9,CO
661,"Boulder, CO",6/10/2017,First Set,8,Brown Eyed Women,9,CO
661,"Boulder, CO",6/10/2017,First Set,9,Lovelight,9,CO
661,"Boulder, CO",6/10/2017,Second Set,10,Help on the Way,9,CO
661,"Boulder, CO",6/10/2017,Second Set,11,Slipknot,9,CO
661,"Boulder, CO",6/10/2017,Second Set,12,Franklin's Tower,9,CO
661,"Boulder, CO",6/10/2017,Second Set,13,China Doll,9,CO
661,"Boulder, CO",6/10/2017,Second Set,14,Dark Star,9,CO
661,"Boulder, CO",6/10/2017,Second Set,15,Drums,9,CO
661,"Boulder, CO",6/10/2017,Second Set,16,Space,9,CO
661,"Boulder, CO",6/10/2017,Second Set,17,Stella Blue,9,CO
661,"Boulder, CO",6/10/2017,Second Set,18,China Cat Sunflower,9,CO
661,"Boulder, CO",6/10/2017,Second Set,19,I Know You Rider,9,CO
661,"Boulder, CO",6/10/2017,Encore,20,One More Saturday Night,9,CO
1879,"Atlanta, GA",6/13/2017,First Set,1,Scarlet Begonias,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,2,Shakedown Street,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,3,Dire Wolf,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,4,Tennessee Jed,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,5,They Love Each Other,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,6,Black Throated Wind,10,GA
1879,"Atlanta, GA",6/13/2017,First Set,7,Mississippi Half Step,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,8,Here Comes Sunshine,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,9,Playin in the Band,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,10,Uncle John's Band,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,11,Playing Reprise,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,12,Terrapin Station,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,13,Drums,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,14,Space,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,15,Milestones,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,16,Days Between,10,GA
1879,"Atlanta, GA",6/13/2017,Second Set,17,Sugar Magnolia,10,GA
1879,"Atlanta, GA",6/13/2017,Encore,18,Knocking on Heaven's Door,10,GA
9997,"Burgettstown, PA",6/15/2017,First Set,1,Feel Like a Stranger,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,2,Easy Wind,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,3,Cassidy,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,4,West LA Fadeaway,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,5,Row Jimmy,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,6,Cumberland Blues,11,PA
9997,"Burgettstown, PA",6/15/2017,First Set,7,Throwin Stones,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,8,Jack Straw,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,9,Viola Lee Blues,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,10,He's Gone,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,11,The Wheel,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,12,Other One,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,13,Drums,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,14,Space,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,15,Wharf Rat,11,PA
9997,"Burgettstown, PA",6/15/2017,Second Set,16,Casey Jones,11,PA
9997,"Burgettstown, PA",6/15/2017,Encore,17,Liberty,11,PA
1437,"Boston, MA",6/17/2017,First Set,1,Music Never Stopped,12,MA
1437,"Boston, MA",6/17/2017,First Set,2,Cold Rain and Snow,12,MA
1437,"Boston, MA",6/17/2017,First Set,3,Me and My Uncle,12,MA
1437,"Boston, MA",6/17/2017,First Set,4,Big Boss Man,12,MA
1437,"Boston, MA",6/17/2017,First Set,5,Ramble On Rose,12,MA
1437,"Boston, MA",6/17/2017,First Set,6,Sugaree,12,MA
1437,"Boston, MA",6/17/2017,First Set,7,Passenger,12,MA
1437,"Boston, MA",6/17/2017,Second Set,8,Dancing in the Streets,12,MA
1437,"Boston, MA",6/17/2017,Second Set,9,Help on the Way,12,MA
1437,"Boston, MA",6/17/2017,Second Set,10,Slipknot,12,MA
1437,"Boston, MA",6/17/2017,Second Set,11,Estimated Prophet,12,MA
1437,"Boston, MA",6/17/2017,Second Set,12,Eyes of the World,12,MA
1437,"Boston, MA",6/17/2017,Second Set,13,Drums,12,MA
1437,"Boston, MA",6/17/2017,Second Set,14,Space,12,MA
1437,"Boston, MA",6/17/2017,Second Set,15,I Need A Miracle,12,MA
1437,"Boston, MA",6/17/2017,Second Set,16,Standing on the Moon,12,MA
1437,"Boston, MA",6/17/2017,Second Set,17,Franklin's Tower,12,MA
1437,"Boston, MA",6/17/2017,Second Set,18,Black Muddy River,12,MA
1437,"Boston, MA",6/17/2017,Encore,19,One More Saturday Night,12,MA
1437,"Boston, MA",6/18/2017,First Set,1,Samson & Delilah,13,MA
1437,"Boston, MA",6/18/2017,First Set,2,Brown Eyed Women,13,MA
1437,"Boston, MA",6/18/2017,First Set,3,Big River,13,MA
1437,"Boston, MA",6/18/2017,First Set,4,Candyman,13,MA
1437,"Boston, MA",6/18/2017,First Set,5,Let it Grow,13,MA
1437,"Boston, MA",6/18/2017,First Set,6,Friend of the Devil,13,MA
1437,"Boston, MA",6/18/2017,First Set,7,Dark Star,13,MA
1437,"Boston, MA",6/18/2017,First Set,8,Ripple,13,MA
1437,"Boston, MA",6/18/2017,Second Set,9,Truckin,13,MA
1437,"Boston, MA",6/18/2017,Second Set,10,Fire on the Mountain,13,MA
1437,"Boston, MA",6/18/2017,Second Set,11,St. Stephen,13,MA
1437,"Boston, MA",6/18/2017,Second Set,12,Drums,13,MA
1437,"Boston, MA",6/18/2017,Second Set,13,Space,13,MA
1437,"Boston, MA",6/18/2017,Second Set,14,Dark Star (Second Verse),13,MA
1437,"Boston, MA",6/18/2017,Second Set,15,Days Between,13,MA
1437,"Boston, MA",6/18/2017,Second Set,16,Not Fade Away,13,MA
1437,"Boston, MA",6/18/2017,Encore,17,Brokedown Palace,13,MA
2215,"Saratoga Springs, NY",6/20/2017,First Set,1,Hell in a Bucket,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,2,Next Time You See me,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,3,Loose Lucy,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,4,Mississippi Half Step,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,5,Looks Like Rain,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,6,Dire Wolf,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,7,Lost Sailor,14,NY
2215,"Saratoga Springs, NY",6/20/2017,First Set,8,Saint of Circumstance,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,9,China Cat Sunflower,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,10,Deal,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,11,China Doll,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,12,Terrapin Station,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,13,Drums,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,14,Space,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,15,All Along the Watchtower,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,16,Black Peter,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Second Set,17,I Know You Rider,14,NY
2215,"Saratoga Springs, NY",6/20/2017,Encore,18,GDTRFB,14,NY
9998,"Bristow, VA",6/22/2017,First Set,1,Shakedown Street,15,VA
9998,"Bristow, VA",6/22/2017,First Set,2,Uncle John's Band,15,VA
9998,"Bristow, VA",6/22/2017,First Set,3,Minglewood Blues,15,VA
9998,"Bristow, VA",6/22/2017,First Set,4,Althea,15,VA
9998,"Bristow, VA",6/22/2017,First Set,5,Peggy-O,15,VA
9998,"Bristow, VA",6/22/2017,First Set,6,Bertha,15,VA
9998,"Bristow, VA",6/22/2017,First Set,7,"Man Smart, Women Smarter",15,VA
9998,"Bristow, VA",6/22/2017,Second Set,8,Playin in the Band,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,9,New Speedway Boogie,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,10,He's Gone,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,11,Fire on the Mountain,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,12,Drums,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,13,Space,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,14,A Love Supreme,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,15,Hard Rain's Gonna Fall,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,16,Throwin Stones,15,VA
9998,"Bristow, VA",6/22/2017,Second Set,17,US Blues,15,VA
9998,"Bristow, VA",6/22/2017,Encore,18,Liberty,15,VA
2174,"New York, NY",6/24/2017,First Set,1,Dancing in the Streets,16,NY
2174,"New York, NY",6/24/2017,First Set,2,Jack Straw,16,NY
2174,"New York, NY",6/24/2017,First Set,3,Here Comes Sunshine,16,NY
2174,"New York, NY",6/24/2017,First Set,4,Tennessee Jed,16,NY
2174,"New York, NY",6/24/2017,First Set,5,Cold Rain and Snow,16,NY
2174,"New York, NY",6/24/2017,First Set,6,Bird Song,16,NY
2174,"New York, NY",6/24/2017,First Set,7,One More Saturday Night,16,NY
2174,"New York, NY",6/24/2017,Second Set,8,Scarlet Begonias,16,NY
2174,"New York, NY",6/24/2017,Second Set,9,Viola Lee Blues,16,NY
2174,"New York, NY",6/24/2017,Second Set,10,Estimated Prophet,16,NY
2174,"New York, NY",6/24/2017,Second Set,11,Comes a Time,16,NY
2174,"New York, NY",6/24/2017,Second Set,12,Eyes of the World,16,NY
2174,"New York, NY",6/24/2017,Second Set,13,Drums,16,NY
2174,"New York, NY",6/24/2017,Second Set,14,Space,16,NY
2174,"New York, NY",6/24/2017,Second Set,15,Other One,16,NY
2174,"New York, NY",6/24/2017,Second Set,16,Morning Dew,16,NY
2174,"New York, NY",6/24/2017,Encore,17,Touch of Grey,16,NY
2174,"New York, NY",6/24/2017,Encore,18,Johnny B. Goode,16,NY
3405,"Camden, NJ",6/25/2017,First Set,1,Feel Like a Stranger,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,2,Brown Eyed Women,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,3,Ramble On Rose,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,4,They Love Each Other,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,5,Little Red Rooster,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,6,Big Boss Man,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,7,Cumberland Blues,17,NJ
3405,"Camden, NJ",6/25/2017,First Set,8,Casey Jones,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,9,Iko Iko,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,10,Deal,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,11,Help on the Way,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,12,Slipknot,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,13,Franklin's Tower,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,14,Drums,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,15,Space,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,16,The Wheel,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,17,Stella Blue,17,NJ
3405,"Camden, NJ",6/25/2017,Second Set,18,Sugar Magnolia,17,NJ
3405,"Camden, NJ",6/25/2017,Encore,19,Brokedown Palace,17,NJ
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,1,Hell in a Bucket,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,2,Mississippi Half Step,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,3,Black Throated Wind,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,4,Row Jimmy,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,5,Big River,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,6,Cassidy,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,First Set,7,Big Railroad Blues,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,8,China Cat Sunflower,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,9,I Know You Rider,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,10,He's Gone,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,11,Truckin,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,12,Drums,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,13,Space,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,14,I Need A Miracle,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,15,Wharf Rat,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Second Set,16,Good Lovin,18,OH
2390,"Cuyahoga Falls, OH",6/28/2017,Encore,17,Black Muddy River,18,OH
63,"Chicago, IL",6/30/2017,First Set,1,Music Never Stopped,19,IL
63,"Chicago, IL",6/30/2017,First Set,2,Bertha,19,IL
63,"Chicago, IL",6/30/2017,First Set,3,Me and My Uncle,19,IL
63,"Chicago, IL",6/30/2017,First Set,4,Sugaree,19,IL
63,"Chicago, IL",6/30/2017,First Set,5,Let it Grow,19,IL
63,"Chicago, IL",6/30/2017,First Set,6,Uncle John's Band,19,IL
63,"Chicago, IL",6/30/2017,Second Set,7,Shakedown Street,19,IL
63,"Chicago, IL",6/30/2017,Second Set,8,Dark Star,19,IL
63,"Chicago, IL",6/30/2017,Second Set,9,St. Stephen,19,IL
63,"Chicago, IL",6/30/2017,Second Set,10,China Doll,19,IL
63,"Chicago, IL",6/30/2017,Second Set,11,Terrapin Station,19,IL
63,"Chicago, IL",6/30/2017,Second Set,12,Uncle John's Band Reprise,19,IL
63,"Chicago, IL",6/30/2017,Second Set,13,Drums,19,IL
63,"Chicago, IL",6/30/2017,Second Set,14,Space,19,IL
63,"Chicago, IL",6/30/2017,Second Set,15,Standing on the Moon,19,IL
63,"Chicago, IL",6/30/2017,Second Set,16,Help on the Way,19,IL
63,"Chicago, IL",6/30/2017,Second Set,17,Slipknot,19,IL
63,"Chicago, IL",6/30/2017,Second Set,18,Franklin's Tower,19,IL
63,"Chicago, IL",6/30/2017,Encore,19,Ripple,19,IL
63,"Chicago, IL",6/30/2017,Encore,20,US Blues,19,IL
63,"Chicago, IL",7/1/2017,First Set,1,Cold Rain and Snow,20,IL
63,"Chicago, IL",7/1/2017,First Set,2,Jack Straw,20,IL
63,"Chicago, IL",7/1/2017,First Set,3,Tennessee Jed,20,IL
63,"Chicago, IL",7/1/2017,First Set,4,Ship of Fools,20,IL
63,"Chicago, IL",7/1/2017,First Set,5,Dark Star (Second Verse),20,IL
63,"Chicago, IL",7/1/2017,First Set,6,Friend of the Devil,20,IL
63,"Chicago, IL",7/1/2017,First Set,7,Althea,20,IL
63,"Chicago, IL",7/1/2017,First Set,8,Casey Jones,20,IL
63,"Chicago, IL",7/1/2017,Second Set,9,Sugar Magnolia,20,IL
63,"Chicago, IL",7/1/2017,Second Set,10,Dancing in the Streets,20,IL
63,"Chicago, IL",7/1/2017,Second Set,11,Playin in the Band,20,IL
63,"Chicago, IL",7/1/2017,Second Set,12,Comes a Time,20,IL
63,"Chicago, IL",7/1/2017,Second Set,13,Scarlet Begonias,20,IL
63,"Chicago, IL",7/1/2017,Second Set,14,Fire on the Mountain,20,IL
63,"Chicago, IL",7/1/2017,Second Set,15,Drums,20,IL
63,"Chicago, IL",7/1/2017,Second Set,16,Space,20,IL
63,"Chicago, IL",7/1/2017,Second Set,17,Other One,20,IL
