FID_1,Location,Date,Set Type,Song Order,Song,Show_num,STATE_ABBR
1879,"Atlanta, GA",6/8/2018,First Set,5,West LA Fadeaway,6,GA
1879,"Atlanta, GA",6/8/2018,First Set,6,Brown Eyed Women,6,GA
1879,"Atlanta, GA",6/8/2018,First Set,7,Lost Sailor,6,GA
1879,"Atlanta, GA",6/8/2018,First Set,8,Saint of Circumstance,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,9,Here Comes Sunshine,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,10,Eyes of the World,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,11,Althea,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,12,Scarlet Begonias,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,13,Fire on the Mountain,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,14,Drums,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,15,Space,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,16,All Along the Watchtower,6,GA
1879,"Atlanta, GA",6/8/2018,Second Set,17,Morning Dew,6,GA
1879,"Atlanta, GA",6/8/2018,Encore,18,Johnny B. Goode,6,GA
2318,"Raleigh, NC",6/9/2019,First Set,1,Cold Rain and Snow,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,2,Greatest Story Ever Told,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,3,Peggy-O,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,4,Mexicali Blues,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,5,Tennessee Jed,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,6,Bird Song,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,7,Bertha,7,NC
2318,"Raleigh, NC",6/9/2019,First Set,8,Bird Song Reprise,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,9,Throwin Stones,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,10,Deal,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,11,Estimated Prophet,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,12,Playin in the Band,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,13,Drums,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,14,Space,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,15,The Wheel,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,16,Dear Prudence,7,NC
2318,"Raleigh, NC",6/9/2019,Second Set,17,One More Saturday Night,7,NC
2318,"Raleigh, NC",6/9/2019,Encore,18,Ripple,7,NC
2215,"Saratoga Springs, NY",6/11/2018,First Set,1,Jack Straw,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,2,Easy Wind,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,3,Friend of the Devil,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,4,Minglewood Blues,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,5,Ship of Fools,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,6,Corrina,8,NY
2215,"Saratoga Springs, NY",6/11/2018,First Set,7,Cassidy,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,8,The Weight,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,9,Truckin,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,10,He's Gone,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,11,New Speedway Boogie,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,12,Uncle John's Band,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,13,Drums,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,14,Space,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,15,Uncle John's Band Reprise,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,16,Black Peter,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Second Set,17,Good Lovin,8,NY
2215,"Saratoga Springs, NY",6/11/2018,Encore,18,Touch of Grey,8,NY
726,"Hartford, CT",6/13/2018,First Set,1,Hell in a Bucket,9,CT
726,"Hartford, CT",6/13/2018,First Set,2,Next Time You See me,9,CT
726,"Hartford, CT",6/13/2018,First Set,3,Ramble On Rose,9,CT
726,"Hartford, CT",6/13/2018,First Set,4,When I Paint My Masterpiece,9,CT
726,"Hartford, CT",6/13/2018,First Set,5,Cumberland Blues,9,CT
726,"Hartford, CT",6/13/2018,First Set,6,Black Muddy River,9,CT
726,"Hartford, CT",6/13/2018,First Set,7,Don't Ease Me In,9,CT
726,"Hartford, CT",6/13/2018,Second Set,8,Feel Like a Stranger,9,CT
726,"Hartford, CT",6/13/2018,Second Set,9,Viola Lee Blues,9,CT
726,"Hartford, CT",6/13/2018,Second Set,10,China Cat Sunflower,9,CT
726,"Hartford, CT",6/13/2018,Second Set,11,I Know You Rider,9,CT
726,"Hartford, CT",6/13/2018,Second Set,12,"Man Smart, Women Smarter",9,CT
726,"Hartford, CT",6/13/2018,Second Set,13,Drums,9,CT
726,"Hartford, CT",6/13/2018,Second Set,14,Space,9,CT
726,"Hartford, CT",6/13/2018,Second Set,15,Viola Lee Blues V3,9,CT
726,"Hartford, CT",6/13/2018,Second Set,16,Looks Like Rain,9,CT
726,"Hartford, CT",6/13/2018,Second Set,17,Not Fade Away,9,CT
726,"Hartford, CT",6/13/2018,Encore,18,Brokedown Palace,9,CT
2174,"New York, NY",6/15/2018,First Set,1,Shakedown Street,10,NY
2174,"New York, NY",6/15/2018,First Set,2,Alabama Getaway,10,NY
2174,"New York, NY",6/15/2018,First Set,3,Loser,10,NY
2174,"New York, NY",6/15/2018,First Set,4,It Hurts Me Too,10,NY
2174,"New York, NY",6/15/2018,First Set,5,Me and My Uncle,10,NY
2174,"New York, NY",6/15/2018,First Set,6,Sugaree,10,NY
2174,"New York, NY",6/15/2018,First Set,7,Music Never Stopped,10,NY
2174,"New York, NY",6/15/2018,First Set,8,Easy Answers,10,NY
2174,"New York, NY",6/15/2018,Second Set,9,A Love Supreme,10,NY
2174,"New York, NY",6/15/2018,Second Set,10,Other One,10,NY
2174,"New York, NY",6/15/2018,Second Set,11,Estimated Prophet,10,NY
2174,"New York, NY",6/15/2018,Second Set,12,Althea,10,NY
2174,"New York, NY",6/15/2018,Second Set,13,Terrapin Station,10,NY
2174,"New York, NY",6/15/2018,Second Set,14,Drums,10,NY
2174,"New York, NY",6/15/2018,Second Set,15,Space,10,NY
2174,"New York, NY",6/15/2018,Second Set,16,Other One V2,10,NY
2174,"New York, NY",6/15/2018,Second Set,17,Days Between,10,NY
2174,"New York, NY",6/15/2018,Second Set,18,US Blues,10,NY
2174,"New York, NY",6/15/2018,Encore,19,GDTRFB,10,NY
2174,"New York, NY",6/16/2018,First Set,1,Sugar Magnolia,11,NY
2174,"New York, NY",6/16/2018,First Set,2,Mississippi Half Step,11,NY
2174,"New York, NY",6/16/2018,First Set,3,Peggy-O,11,NY
2174,"New York, NY",6/16/2018,First Set,4,Bertha,11,NY
2174,"New York, NY",6/16/2018,First Set,5,Comes a Time,11,NY
2174,"New York, NY",6/16/2018,First Set,6,Jack-A-Roe,11,NY
2174,"New York, NY",6/16/2018,First Set,7,Bird Song,11,NY
2174,"New York, NY",6/16/2018,First Set,8,New Speedway Boogie,11,NY
2174,"New York, NY",6/16/2018,First Set,9,Bird Song Reprise,11,NY
2174,"New York, NY",6/16/2018,Second Set,10,Help on the Way,11,NY
2174,"New York, NY",6/16/2018,Second Set,11,Slipknot,11,NY
2174,"New York, NY",6/16/2018,Second Set,12,Franklin's Tower,11,NY
2174,"New York, NY",6/16/2018,Second Set,13,St. Stephen,11,NY
2174,"New York, NY",6/16/2018,Second Set,14,William Tell Bridge,11,NY
2174,"New York, NY",6/16/2018,Second Set,15,The Eleven,11,NY
2174,"New York, NY",6/16/2018,Second Set,16,Drums,11,NY
2174,"New York, NY",6/16/2018,Second Set,17,Space,11,NY
2174,"New York, NY",6/16/2018,Second Set,18,Eyes of the World,11,NY
2174,"New York, NY",6/16/2018,Second Set,19,Stella Blue,11,NY
2174,"New York, NY",6/16/2018,Second Set,20,Sunshine Daydream,11,NY
2174,"New York, NY",6/16/2018,Encore,21,One More Saturday Night,11,NY
9995,"Darien Center, NY",6/19/2018,First Set,1,Cold Rain and Snow,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,2,Tennessee Jed,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,3,Dire Wolf,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,4,Queen Jane,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,5,If I Had the World to Give,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,6,Here Comes Sunshine,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,7,Little Red Rooster,12,NY
9995,"Darien Center, NY",6/19/2018,First Set,8,Let it Grow,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,9,Iko Iko,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,10,Dark Star,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,11,Truckin,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,12,Smokestack Lightning,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,13,Dark Star (Second Verse),12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,14,Deal,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,15,Drums,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,16,Space,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,17,Wharf Rat,12,NY
9995,"Darien Center, NY",6/19/2018,Second Set,18,Casey Jones,12,NY
9995,"Darien Center, NY",6/19/2018,Encore,19,Werewolves of London,12,NY
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,1,Feel Like a Stranger,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,2,They Love Each Other,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,3,It's All Over Now,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,4,Row Jimmy,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,5,West LA Fadeaway,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,6,Loose Lucy,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,7,Ship of Fools,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,First Set,8,Passenger,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,9,Lost Sailor,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,10,Saint of Circumstance,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,11,He's Gone,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,12,Scarlet Begonias,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,13,Fire on the Mountain,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,14,Drums,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,15,Space,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,16,I Need A Miracle,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,17,Dear Prudence,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Second Set,18,Throwin Stones,13,OH
2390,"Cuyahoga Falls, OH",6/20/2018,Encore,19,Knocking on Heaven's Door,13,OH
9994,"East Troy, WI",6/22/2018,First Set,1,Hell in a Bucket,14,WI
9994,"East Troy, WI",6/22/2018,First Set,2,Brown Eyed Women,14,WI
9994,"East Troy, WI",6/22/2018,First Set,3,Greatest Story Ever Told,14,WI
9994,"East Troy, WI",6/22/2018,First Set,4,Deep Elem Blues,14,WI
9994,"East Troy, WI",6/22/2018,First Set,5,Even So,14,WI
9994,"East Troy, WI",6/22/2018,First Set,6,Ramble On Rose,14,WI
9994,"East Troy, WI",6/22/2018,First Set,7,Cassidy,14,WI
9994,"East Troy, WI",6/22/2018,First Set,8,Touch of Grey,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,9,Viola Lee Blues,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,10,Estimated Prophet,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,11,Uncle John's Band,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,12,China Doll,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,13,Viola Lee Blues V2,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,14,Drums,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,15,Space,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,16,The Wheel,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,17,Hard Rain's Gonna Fall,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,18,Viola Lee Blues V3,14,WI
9994,"East Troy, WI",6/22/2018,Second Set,19,GDTRFB,14,WI
9994,"East Troy, WI",6/22/2018,Encore,20,Ripple,14,WI
9994,"East Troy, WI",6/23/2018,First Set,1,Music Never Stopped,15,WI
9994,"East Troy, WI",6/23/2018,First Set,2,Easy Answers,15,WI
9994,"East Troy, WI",6/23/2018,First Set,3,Alabama Getaway,15,WI
9994,"East Troy, WI",6/23/2018,First Set,4,Big River,15,WI
9994,"East Troy, WI",6/23/2018,First Set,5,Jack Straw,15,WI
9994,"East Troy, WI",6/23/2018,First Set,6,Black Muddy River,15,WI
9994,"East Troy, WI",6/23/2018,First Set,7,Friend of the Devil,15,WI
9994,"East Troy, WI",6/23/2018,First Set,8,Bird Song,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,9,The Weight,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,10,Shakedown Street,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,11,Althea,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,12,China Cat Sunflower,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,13,I Know You Rider,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,14,Drums,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,15,Space,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,16,All Along the Watchtower,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,17,Standing on the Moon,15,WI
9994,"East Troy, WI",6/23/2018,Second Set,18,Sugar Magnolia,15,WI
9994,"East Troy, WI",6/23/2018,Encore,19,One More Saturday Night,15,WI
9999,"George, WA",6/29/2018,First Set,1,Mississippi Half Step,16,WA
9999,"George, WA",6/29/2018,First Set,2,Bertha,16,WA
9999,"George, WA",6/29/2018,First Set,3,Tennessee Jed,16,WA
9999,"George, WA",6/29/2018,First Set,4,Mr. Charlie,16,WA
9999,"George, WA",6/29/2018,First Set,5,Loser,16,WA
9999,"George, WA",6/29/2018,First Set,6,Crazy Fingers,16,WA
9999,"George, WA",6/29/2018,First Set,7,Cumberland Blues,16,WA
9999,"George, WA",6/29/2018,Second Set,8,Playin in the Band,16,WA
9999,"George, WA",6/29/2018,Second Set,9,Eyes of the World,16,WA
9999,"George, WA",6/29/2018,Second Set,10,Comes a Time,16,WA
9999,"George, WA",6/29/2018,Second Set,11,Terrapin Station,16,WA
9999,"George, WA",6/29/2018,Second Set,12,Drums,16,WA
9999,"George, WA",6/29/2018,Second Set,13,Space,16,WA
9999,"George, WA",6/29/2018,Second Set,14,New Speedway Boogie,16,WA
9999,"George, WA",6/29/2018,Second Set,15,Black Peter,16,WA
9999,"George, WA",6/29/2018,Second Set,16,Playing Reprise,16,WA
9999,"George, WA",6/29/2018,Encore,17,US Blues,16,WA
2887,"Eugene, OR",6/30/2018,First Set,1,Deal,17,OR
2887,"Eugene, OR",6/30/2018,First Set,2,Me and My Uncle,17,OR
2887,"Eugene, OR",6/30/2018,First Set,3,Here Comes Sunshine,17,OR
2887,"Eugene, OR",6/30/2018,First Set,4,Black Throated Wind,17,OR
2887,"Eugene, OR",6/30/2018,First Set,5,Cold Rain and Snow,17,OR
2887,"Eugene, OR",6/30/2018,First Set,6,Peggy-O,17,OR
2887,"Eugene, OR",6/30/2018,First Set,7,Sugaree,17,OR
2887,"Eugene, OR",6/30/2018,First Set,8,One More Saturday Night,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,9,Dark Star,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,10,El Paso,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,11,Dark Star (Second Verse),17,OR
2887,"Eugene, OR",6/30/2018,Second Set,12,St. Stephen,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,13,William Tell Bridge,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,14,The Eleven,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,15,Drums,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,16,Space,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,17,Morning Dew,17,OR
2887,"Eugene, OR",6/30/2018,Second Set,18,Lovelight,17,OR
2887,"Eugene, OR",6/30/2018,Encore,19,Brokedown Palace,17,OR
452,"Mountain View, CA",7/2/2018,First Set,1,Feel Like a Stranger,18,CA
452,"Mountain View, CA",7/2/2018,First Set,2,Dancing in the Streets,18,CA
452,"Mountain View, CA",7/2/2018,First Set,3,It Hurts Me Too,18,CA
452,"Mountain View, CA",7/2/2018,First Set,4,If I Had the World to Give,18,CA
452,"Mountain View, CA",7/2/2018,First Set,5,Corrina,18,CA
452,"Mountain View, CA",7/2/2018,First Set,6,They Love Each Other,18,CA
452,"Mountain View, CA",7/2/2018,First Set,7,Throwin Stones,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,8,Lost Sailor,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,9,Saint of Circumstance,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,10,He's Gone,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,11,Help on the Way,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,12,Slipknot,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,13,Franklin's Tower,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,14,Drums,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,15,Space,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,16,Other One,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,17,Wharf Rat,18,CA
452,"Mountain View, CA",7/2/2018,Second Set,18,Not Fade Away,18,CA
452,"Mountain View, CA",7/2/2018,Encore,19,Touch of Grey,18,CA
452,"Mountain View, CA",7/3/2018,First Set,1,Iko Iko,19,CA
452,"Mountain View, CA",7/3/2018,First Set,2,Alabama Getaway,19,CA
452,"Mountain View, CA",7/3/2018,First Set,3,Minglewood Blues,19,CA
452,"Mountain View, CA",7/3/2018,First Set,4,Brown Eyed Women,19,CA
452,"Mountain View, CA",7/3/2018,First Set,5,Cassidy,19,CA
452,"Mountain View, CA",7/3/2018,First Set,6,Ship of Fools,19,CA
452,"Mountain View, CA",7/3/2018,First Set,7,Let it Grow,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,8,China Cat Sunflower,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,9,Althea,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,10,Viola Lee Blues,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,11,I Know You Rider,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,12,Drums,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,13,Space,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,14,Other One V2,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,15,Days Between,19,CA
452,"Mountain View, CA",7/3/2018,Second Set,16,Casey Jones,19,CA
452,"Mountain View, CA",7/3/2018,Encore,17,Ripple,19,CA
1052,"Chula Vista, CA",7/6/2018,First Set,1,Hell in a Bucket,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,2,Big Boss Man,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,3,Tennessee Jed,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,4,Row Jimmy,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,5,Friend of the Devil,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,6,Bird Song,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,7,Loose Lucy,20,CA
1052,"Chula Vista, CA",7/6/2018,First Set,8,Bird Song Reprise,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,10,Mr. Charlie,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,11,Truckin,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,12,New Speedway Boogie,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,13,Estimated Prophet,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,14,Shakedown Street,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,15,Drums,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,16,Space,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,17,I Need A Miracle,20,CA
1052,"Chula Vista, CA",7/6/2018,Second Set,18,Dear Prudence,20,CA
